LAT,LON,YEAR,MO,DY,PRECTOT,QV2M,RH2M,PS,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX
-27.63599,-65.33749,2004,09,03,    0.00,    9.08,   44.93,   93.80,   17.35,   25.15,   11.52,   11.52,   32.84,   15.49,   24.25,    2.23,    1.37,    9.95,    7.41
-27.63599,-65.33749,2004,09,04,    0.00,    6.28,   23.10,   93.13,   22.34,   29.21,    4.48,    4.50,   41.21,   18.87,   29.20,    1.29,    0.81,    9.49,    6.44
-27.63599,-65.33749,2004,09,05,    0.00,    6.72,   30.11,   93.34,   12.29,   26.05,    5.98,    6.04,   32.31,   20.02,   25.86,    0.47,    0.31,    9.84,    6.21
-27.63599,-65.33749,2004,09,06,    0.00,    7.83,   30.79,   92.83,   17.20,   28.34,    8.83,    8.84,   37.11,   19.92,   27.99,    3.04,    1.79,    8.07,    5.87
-27.63599,-65.33749,2004,09,07,    0.10,    6.55,   47.25,   93.84,   10.16,   19.43,    6.20,    6.22,   23.10,   12.94,   18.14,    3.71,    2.05,    8.72,    7.52
-27.63599,-65.33749,2004,09,08,    0.09,    4.00,   37.13,   94.66,   13.19,   16.05,   -0.15,   -0.08,   21.57,    8.38,   14.35,    3.38,    1.74,    6.72,    5.00
-27.63599,-65.33749,2004,09,09,    0.00,    4.26,   42.10,   94.91,   14.52,   15.22,    0.80,    0.84,   21.25,    6.73,   13.42,    2.59,    1.41,    6.33,    4.87
-27.63599,-65.33749,2004,09,10,    0.04,    5.43,   48.44,   94.78,   15.67,   16.68,    4.07,    4.08,   22.88,    7.21,   14.96,    1.55,    0.91,    7.20,    4.80
-27.63599,-65.33749,2004,09,11,    5.94,    5.43,   56.47,   95.80,    7.68,   13.85,    4.08,    4.10,   16.47,    8.79,   12.77,    2.65,    1.39,    7.24,    5.91
-27.63599,-65.33749,2004,09,12,    0.00,    3.80,   40.31,   95.81,   14.31,   13.94,   -0.68,   -0.61,   20.77,    6.45,   12.49,    0.24,    0.17,    6.48,    3.99
-27.63599,-65.33749,2004,09,13,    0.00,    3.06,   30.95,   94.64,   17.98,   13.72,   -3.69,   -3.52,   22.82,    4.85,   13.05,    0.89,    0.58,    5.58,    4.92
-27.63599,-65.33749,2004,09,14,    0.00,    3.17,   25.36,   94.30,   21.46,   16.89,   -3.35,   -3.18,   28.25,    6.79,   16.62,    0.54,    0.46,    4.70,    3.58
-27.63599,-65.33749,2004,09,15,    0.00,    4.16,   33.68,   94.84,   14.57,   17.31,    0.38,    0.44,   24.78,   10.21,   16.52,    3.46,    1.87,    6.11,    4.44
-27.63599,-65.33749,2004,09,16,    0.00,    4.39,   35.72,   94.56,   17.71,   16.99,    1.13,    1.17,   25.71,    8.00,   16.38,    1.21,    0.71,    6.63,    5.81
-27.63599,-65.33749,2004,09,17,    0.00,    5.13,   31.62,   93.72,   21.82,   20.89,    3.22,    3.25,   32.20,   10.38,   20.67,    2.26,    1.23,   10.27,    8.43
-27.63599,-65.33749,2004,09,18,    0.00,    5.34,   24.85,   93.20,   22.80,   25.07,    3.41,    3.45,   37.20,   14.40,   25.20,    0.71,    0.27,    5.66,    4.86
-27.63599,-65.33749,2004,09,19,    0.00,    5.49,   29.70,   94.07,   12.41,   23.63,    4.07,    4.10,   29.51,   17.10,   22.86,    5.27,    2.76,    8.61,    6.53
-27.63599,-65.33749,2004,09,20,    0.00,    4.33,   33.90,   94.42,   13.57,   18.64,    0.84,    0.90,   24.18,   10.61,   16.97,    3.27,    1.72,    6.81,    5.99
-27.63599,-65.33749,2004,09,21,    0.00,    5.41,   39.62,   94.06,   19.10,   19.40,    3.91,    3.93,   28.12,    9.02,   17.94,    1.08,    0.59,    6.68,    5.24
-27.63599,-65.33749,2004,09,22,    0.00,    4.46,   32.48,   94.88,   15.01,   19.48,    1.32,    1.38,   26.41,   11.40,   18.16,    2.31,    1.68,    5.92,    5.04
-27.63599,-65.33749,2004,09,23,    0.00,    3.73,   26.26,   94.47,   18.03,   19.27,   -1.12,   -1.02,   28.00,    9.97,   18.64,    2.53,    1.37,    8.24,    7.24
-27.63599,-65.33749,2004,09,24,    0.00,    4.47,   26.33,   94.33,   18.95,   22.23,    1.32,    1.38,   31.63,   12.68,   21.50,    0.27,    0.09,    7.20,    5.47
-27.63599,-65.33749,2004,09,25,    0.00,    6.01,   32.54,   93.99,   19.42,   23.42,    4.95,    4.98,   32.66,   13.24,   22.82,    0.25,    0.19,    8.48,    7.25
-27.63599,-65.33749,2004,09,26,    0.00,    8.55,   39.38,   93.98,   14.48,   26.26,   10.65,   10.65,   33.40,   18.92,   25.49,    0.77,    0.51,    7.09,    5.90
-27.63599,-65.33749,2004,09,27,    0.02,    9.64,   42.22,   93.74,   19.06,   28.06,   12.33,   12.33,   36.16,   17.11,   26.29,    0.53,    0.30,    7.26,    5.07
-27.63599,-65.33749,2004,09,28,    0.28,    9.65,   57.61,   94.38,    8.83,   22.53,   12.08,   12.08,   24.20,   15.37,   21.25,    1.62,    0.91,    7.39,    6.80
-27.63599,-65.33749,2004,09,29,    0.78,    6.53,   47.09,   94.67,   10.02,   19.25,    6.75,    6.76,   23.50,   13.48,   18.28,    0.26,    0.16,    8.72,    7.29
-27.63599,-65.33749,2004,09,30,    0.00,    5.87,   41.13,   94.38,   16.50,   20.32,    5.19,    5.21,   27.42,   10.92,   18.71,    2.42,    1.19,    6.51,    5.60
-27.63599,-65.33749,2004,10,01,    0.00,    6.64,   38.99,   94.25,   17.91,   22.77,    6.98,    6.99,   30.66,   12.75,   21.53,    2.35,    1.07,    7.18,    6.05
-27.63599,-65.33749,2004,10,02,    0.00,    7.65,   38.90,   94.18,   17.01,   25.25,    9.02,    9.02,   31.94,   14.93,   23.88,    1.41,    0.74,    7.75,    6.54
-27.63599,-65.33749,2004,10,03,    0.00,    8.38,   37.09,   94.22,   15.36,   27.68,   10.30,   10.31,   33.78,   18.42,   26.21,    2.30,    1.36,    9.41,    7.62
-27.63599,-65.33749,2004,10,04,    0.00,    9.42,   38.88,   94.10,   14.64,   28.63,   12.12,   12.12,   34.63,   19.99,   27.36,    5.27,    3.21,   12.34,   10.04
-27.63599,-65.33749,2004,10,05,    0.00,    8.92,   35.72,   94.09,   12.79,   28.96,   11.31,   11.31,   34.45,   21.66,   27.88,    6.40,    4.84,   14.12,   11.14
-27.63599,-65.33749,2004,10,06,    0.00,    8.38,   33.56,   93.95,   14.84,   29.09,   10.36,   10.36,   35.11,   20.26,   27.87,    7.37,    5.43,   13.65,   10.79
-27.63599,-65.33749,2004,10,07,    0.02,    7.62,   28.16,   93.41,   18.07,   30.21,    8.84,    8.85,   37.96,   19.90,   29.16,    4.45,    2.99,   14.68,   11.55
-27.63599,-65.33749,2004,10,08,    0.00,    6.56,   38.08,   93.82,   12.86,   23.28,    6.31,    6.33,   28.28,   15.42,   21.65,    6.44,    4.29,   11.87,    9.91
-27.63599,-65.33749,2004,10,09,    0.00,    5.16,   31.78,   93.78,   17.46,   22.75,    3.21,    3.25,   29.49,   12.03,   20.69,    1.03,    0.51,    6.14,    4.49
-27.63599,-65.33749,2004,10,10,    0.00,    5.53,   29.57,   93.88,   16.42,   24.48,    4.28,    4.31,   31.42,   15.00,   23.01,    1.50,    0.73,    8.29,    5.64
-27.63599,-65.33749,2004,10,11,    0.00,    7.61,   38.66,   93.28,   17.77,   25.11,    8.67,    8.67,   32.37,   14.60,   23.73,    2.99,    1.69,    8.93,    7.66
-27.63599,-65.33749,2004,10,12,    0.01,    5.85,   35.76,   93.65,   11.85,   22.23,    4.59,    4.62,   26.68,   14.83,   20.78,    3.94,    1.97,   12.99,   10.56
-27.63599,-65.33749,2004,10,13,    0.00,    4.01,   29.92,   94.22,   14.52,   19.98,   -0.17,   -0.09,   25.18,   10.67,   17.67,    1.74,    1.12,    7.52,    5.11
-27.63599,-65.33749,2004,10,14,    0.00,    4.72,   28.99,   93.57,   20.80,   21.87,    1.80,    1.85,   30.51,    9.72,   20.69,    3.35,    1.69,   12.91,   10.40
-27.63599,-65.33749,2004,10,15,    0.02,    7.39,   32.83,   93.01,   19.92,   27.25,    8.09,    8.10,   35.94,   16.03,   25.94,    2.59,    1.26,    6.43,    5.07
-27.63599,-65.33749,2004,10,16,    0.04,    6.31,   28.79,   93.49,   13.65,   26.78,    5.46,    5.50,   32.79,   19.14,   25.60,    3.71,    2.02,   12.34,   10.33
-27.63599,-65.33749,2004,10,17,    0.03,    8.34,   43.27,   93.75,   15.80,   25.23,   10.16,   10.17,   31.62,   15.82,   23.47,    2.97,    1.66,    8.61,    7.01
-27.63599,-65.33749,2004,10,18,    0.03,    6.70,   35.06,   94.18,   12.64,   25.21,    6.66,    6.68,   30.34,   17.70,   23.41,    0.07,    0.05,   10.50,    8.52
-27.63599,-65.33749,2004,10,19,    0.00,    4.52,   27.90,   94.70,   16.83,   22.71,    1.45,    1.51,   29.22,   12.40,   20.81,    3.71,    1.92,    8.54,    6.99
-27.63599,-65.33749,2004,10,20,    0.00,    4.68,   26.75,   94.35,   18.20,   23.31,    1.89,    1.94,   30.97,   12.76,   22.01,    3.58,    1.86,   10.29,    8.59
-27.63599,-65.33749,2004,10,21,    0.00,    4.76,   23.78,   93.82,   20.16,   25.53,    2.12,    2.16,   33.96,   13.80,   24.13,    2.84,    1.86,   10.77,    8.47
-27.63599,-65.33749,2004,10,22,    0.13,    6.56,   25.87,   93.35,   19.91,   29.50,    6.48,    6.50,   37.49,   17.58,   28.04,    0.64,    0.43,    6.52,    5.22
-27.63599,-65.33749,2004,10,23,    0.26,    8.05,   41.65,   93.81,   11.94,   24.88,    9.04,    9.05,   28.60,   16.66,   23.52,    4.76,    2.48,   10.41,    8.78
-27.63599,-65.33749,2004,10,24,    1.41,    4.31,   29.10,   94.10,   15.31,   21.11,    0.67,    0.75,   27.45,   12.14,   19.26,    2.47,    1.27,    7.72,    6.70
-27.63599,-65.33749,2004,10,25,    0.00,    4.10,   25.66,   93.68,   19.19,   21.88,   -0.05,    0.03,   29.83,   10.64,   20.41,    1.84,    1.12,    8.97,    7.38
-27.63599,-65.33749,2004,10,26,    0.00,    4.55,   22.72,   93.81,   19.08,   25.18,    1.19,    1.28,   34.06,   14.98,   24.16,    0.26,    0.11,   11.08,    9.15
-27.63599,-65.33749,2004,10,27,    0.01,    6.51,   38.78,   94.46,   16.83,   23.20,    6.42,    6.44,   29.25,   12.42,   21.33,    4.10,    2.18,    9.18,    7.54
-27.63599,-65.33749,2004,10,28,    0.00,    6.36,   29.68,   93.88,   17.16,   26.73,    6.03,    6.05,   33.66,   16.50,   25.28,    3.84,    2.42,   13.36,   10.66
-27.63599,-65.33749,2004,10,29,    0.00,    6.10,   22.86,   93.40,   21.46,   30.73,    5.08,    5.11,   39.53,   18.07,   28.94,    0.37,    0.60,    6.17,    4.77
-27.63599,-65.33749,2004,10,30,    0.29,    8.16,   35.72,   93.96,   14.47,   28.32,    9.75,    9.75,   34.02,   19.54,   26.35,    2.92,    1.87,    9.65,    7.20
-27.63599,-65.33749,2004,10,31,    0.40,    9.35,   44.84,   94.20,   13.55,   26.62,   11.75,   11.75,   31.89,   18.34,   24.85,    1.64,    0.93,   10.03,    8.11
-27.63599,-65.33749,2004,11,01,    0.00,    8.17,   34.96,   93.66,   19.61,   28.39,    9.86,    9.86,   36.03,   16.42,   26.69,    1.94,    1.12,   10.85,    8.76
-27.63599,-65.33749,2004,11,02,    0.00,   10.47,   34.86,   92.96,   19.96,   32.86,   13.40,   13.40,   40.81,   20.86,   30.87,    1.73,    1.01,    6.88,    5.41
-27.63599,-65.33749,2004,11,03,    0.03,   10.24,   36.57,   93.08,   13.44,   31.20,   13.12,   13.13,   36.54,   23.10,   29.67,    0.31,    0.30,   12.96,   10.34
-27.63599,-65.33749,2004,11,04,    3.42,   10.71,   46.51,   93.48,   16.21,   29.08,   13.94,   13.94,   35.02,   18.81,   26.37,    1.84,    1.81,    9.95,    7.32
-27.63599,-65.33749,2004,11,05,    1.35,    3.85,   26.79,   94.59,   12.40,   21.04,   -1.63,   -1.43,   25.45,   13.05,   18.87,    5.46,    2.74,   11.21,    8.34
-27.63599,-65.33749,2004,11,06,    0.00,    3.96,   30.38,   94.65,   15.78,   19.29,   -0.33,   -0.24,   25.25,    9.47,   17.32,    3.04,    1.54,    8.07,    6.76
-27.63599,-65.33749,2004,11,07,    0.00,    5.39,   34.31,   94.17,   19.21,   21.76,    3.91,    3.93,   29.55,   10.34,   20.22,    3.62,    1.97,   10.01,    8.46
-27.63599,-65.33749,2004,11,08,    0.00,    7.47,   35.01,   93.65,   20.59,   26.64,    8.55,    8.55,   35.05,   14.45,   25.16,    3.30,    2.13,    9.41,    7.94
-27.63599,-65.33749,2004,11,09,    3.51,   10.85,   41.38,   93.47,   17.11,   30.34,   14.00,   14.00,   37.17,   20.06,   28.59,    0.53,    0.12,    7.88,    5.81
-27.63599,-65.33749,2004,11,10,   19.73,   10.42,   67.61,   94.25,    6.83,   20.41,   13.40,   13.40,   22.84,   16.01,   19.86,    0.84,    0.55,   13.97,   10.63
-27.63599,-65.33749,2004,11,11,    0.10,    8.29,   54.13,   94.29,   13.30,   22.04,   10.22,   10.22,   26.85,   13.54,   19.79,    1.22,    1.18,    6.20,    3.70
-27.63599,-65.33749,2004,11,12,    0.01,    8.10,   48.87,   93.85,   14.17,   22.83,    9.81,    9.81,   28.26,   14.09,   21.00,    4.15,    2.62,    8.96,    7.36
-27.63599,-65.33749,2004,11,13,    0.01,    9.41,   49.93,   93.58,   17.32,   24.60,   12.01,   12.01,   31.43,   14.11,   23.06,    3.30,    1.90,    9.58,    7.81
-27.63599,-65.33749,2004,11,14,    0.08,   11.73,   57.35,   93.65,   13.42,   26.28,   15.36,   15.36,   31.31,   17.89,   24.40,    2.06,    1.04,    6.35,    5.16
-27.63599,-65.33749,2004,11,15,   17.54,   13.13,   65.72,   93.72,   12.69,   25.59,   17.14,   17.14,   31.20,   18.51,   24.00,    3.23,    2.36,    6.34,    4.63
-27.63599,-65.33749,2004,11,16,    5.01,   10.00,   69.46,   94.34,    8.59,   19.79,   12.95,   12.95,   23.39,   14.80,   18.80,    2.59,    1.51,    7.60,    5.67
-27.63599,-65.33749,2004,11,17,    1.46,    8.47,   52.36,   94.48,   14.24,   22.30,   10.43,   10.44,   27.76,   13.52,   20.70,    1.36,    0.70,    6.59,    5.50
-27.63599,-65.33749,2004,11,18,    0.90,   10.40,   65.47,   94.35,    8.70,   21.20,   13.66,   13.66,   24.80,   16.10,   20.37,    0.87,    0.43,    5.29,    4.29
-27.63599,-65.33749,2004,11,19,    0.00,    9.57,   48.47,   94.28,   17.31,   25.51,   12.36,   12.36,   32.49,   15.18,   23.95,    1.71,    1.01,    8.63,    6.87
-27.63599,-65.33749,2004,11,20,    0.00,    9.13,   41.33,   94.09,   16.61,   26.94,   11.60,   11.60,   33.82,   17.21,   25.80,    3.54,    2.00,   11.65,    9.17
-27.63599,-65.33749,2004,11,21,    0.00,    9.10,   41.48,   93.86,   16.73,   26.96,   11.57,   11.58,   33.79,   17.06,   25.65,    5.02,    2.85,   11.07,    8.99
-27.63599,-65.33749,2004,11,22,    0.23,    9.20,   39.01,   93.56,   16.79,   28.10,   11.67,   11.67,   34.96,   18.17,   26.81,    3.27,    1.94,   12.12,    9.46
-27.63599,-65.33749,2004,11,23,   17.27,   13.89,   55.78,   93.20,   14.13,   28.86,   17.71,   17.71,   34.31,   20.18,   27.63,    2.54,    1.73,    8.98,    7.35
-27.63599,-65.33749,2004,11,24,    2.76,   14.41,   60.83,   93.47,   10.74,   28.21,   18.47,   18.47,   33.08,   22.34,   26.82,    1.50,    0.89,    7.76,    6.60
-27.63599,-65.33749,2004,11,25,    1.59,   13.46,   62.43,   93.89,   11.68,   27.11,   17.52,   17.52,   31.64,   19.96,   25.31,    2.13,    1.22,    7.68,    6.60
-27.63599,-65.33749,2004,11,26,    5.77,   14.83,   63.83,   93.64,   13.41,   28.59,   19.01,   19.01,   33.75,   20.34,   26.52,    1.57,    1.06,    8.12,    5.98
-27.63599,-65.33749,2004,11,27,    5.03,   10.96,   54.39,   93.99,   14.21,   25.63,   14.14,   14.14,   32.36,   18.16,   24.21,    1.63,    1.16,    7.09,    5.36
-27.63599,-65.33749,2004,11,28,    0.00,    9.30,   41.16,   93.85,   16.40,   27.55,   11.74,   11.75,   34.53,   18.13,   26.14,    1.49,    0.87,    6.58,    4.68
-27.63599,-65.33749,2004,11,29,    0.00,   10.31,   45.57,   93.96,   16.39,   27.74,   13.43,   13.43,   34.20,   17.81,   26.16,    1.74,    1.12,    8.60,    6.90
-27.63599,-65.33749,2004,11,30,    0.00,   11.36,   48.82,   93.84,   14.80,   28.01,   14.89,   14.90,   33.89,   19.09,   26.61,    2.45,    1.26,   10.76,    8.48
-27.63599,-65.33749,2004,12,01,    0.00,   11.23,   45.68,   93.47,   17.37,   28.91,   14.70,   14.70,   35.99,   18.62,   27.49,    2.83,    1.73,   11.68,    9.19
-27.63599,-65.33749,2004,12,02,    0.00,   12.71,   45.05,   93.22,   16.12,   31.19,   16.59,   16.59,   37.53,   21.41,   29.80,    1.81,    1.16,   11.17,    8.66
-27.63599,-65.33749,2004,12,03,    1.82,   12.90,   47.19,   93.15,   17.60,   30.69,   16.79,   16.79,   36.82,   19.22,   29.23,    1.77,    1.23,   11.09,    8.44
-27.63599,-65.33749,2004,12,04,    2.46,   10.09,   61.36,   94.23,   10.80,   22.66,   13.17,   13.18,   26.63,   15.83,   20.91,    3.19,    2.66,    8.31,    6.80
-27.63599,-65.33749,2004,12,05,    0.03,   11.10,   49.36,   93.73,   17.72,   28.07,   14.43,   14.44,   34.67,   16.95,   26.02,    2.20,    1.10,    4.78,    4.22
-27.63599,-65.33749,2004,12,06,    3.38,   14.92,   62.42,   93.65,   11.72,   28.74,   19.16,   19.16,   33.15,   21.43,   27.00,    2.37,    1.47,    7.89,    6.64
-27.63599,-65.33749,2004,12,07,   18.17,   15.23,   68.68,   93.75,    9.50,   27.03,   19.49,   19.49,   30.78,   21.28,   25.74,    1.60,    1.46,    4.77,    4.39
-27.63599,-65.33749,2004,12,08,   11.14,   13.99,   69.57,   93.92,    9.75,   25.12,   18.14,   18.14,   29.30,   19.55,   24.15,    2.65,    1.31,    5.72,    5.07
-27.63599,-65.33749,2004,12,09,    0.24,   12.67,   62.97,   94.18,   11.78,   26.04,   16.64,   16.64,   30.42,   18.65,   24.21,    1.90,    1.00,    4.88,    4.21
-27.63599,-65.33749,2004,12,10,    0.00,   12.60,   55.22,   94.17,   13.53,   27.95,   16.59,   16.59,   33.05,   19.52,   26.32,    1.12,    0.63,    6.99,    5.67
-27.63599,-65.33749,2004,12,11,    0.00,   12.03,   55.53,   94.07,   12.04,   27.01,   15.81,   15.81,   32.00,   19.96,   25.44,    5.14,    3.22,    7.96,    6.70
-27.63599,-65.33749,2004,12,12,    0.00,   12.68,   57.71,   93.90,   14.11,   27.13,   16.58,   16.58,   32.42,   18.31,   25.64,    1.34,    0.78,    5.04,    4.37
-27.63599,-65.33749,2004,12,13,    0.00,   13.19,   53.70,   93.85,   13.42,   28.99,   17.23,   17.23,   34.30,   20.88,   27.52,    3.42,    1.90,    9.07,    7.33
-27.63599,-65.33749,2004,12,14,    0.01,   13.74,   54.16,   93.58,   14.53,   29.58,   17.85,   17.85,   35.29,   20.76,   28.01,    3.47,    1.86,   10.41,    8.25
-27.63599,-65.33749,2004,12,15,   10.18,   14.13,   48.91,   93.22,   18.14,   31.79,   18.01,   18.02,   39.91,   21.76,   30.20,    0.67,    0.41,    5.50,    4.57
-27.63599,-65.33749,2004,12,16,   25.76,   11.95,   68.41,   94.14,    8.64,   22.93,   15.65,   15.65,   26.77,   18.13,   21.87,    1.67,    1.26,    9.34,    6.71
-27.63599,-65.33749,2004,12,17,    0.26,   12.65,   63.80,   93.84,   13.77,   25.22,   16.59,   16.59,   30.79,   17.01,   23.90,    2.44,    1.18,    8.16,    6.47
-27.63599,-65.33749,2004,12,18,    0.02,   14.67,   61.18,   93.50,   14.51,   28.64,   18.88,   18.88,   34.32,   19.81,   27.03,    3.43,    2.01,    7.25,    5.78
-27.63599,-65.33749,2004,12,19,    1.93,   15.24,   63.64,   93.56,   15.29,   28.42,   19.44,   19.43,   34.97,   19.69,   27.01,    0.18,    0.34,   11.31,    8.99
-27.63599,-65.33749,2004,12,20,    0.85,   11.24,   54.83,   94.12,   13.07,   26.41,   14.69,   14.69,   31.50,   18.43,   24.52,    0.85,    0.56,    7.49,    6.38
-27.63599,-65.33749,2004,12,21,    8.27,   13.42,   68.76,   94.13,    9.14,   25.18,   17.54,   17.54,   29.03,   19.89,   23.69,    4.36,    3.00,    7.17,    5.92
-27.63599,-65.33749,2004,12,22,    0.57,   11.84,   60.41,   94.15,   11.66,   25.24,   15.50,   15.50,   30.38,   18.72,   23.77,    5.17,    3.11,    6.69,    5.67
-27.63599,-65.33749,2004,12,23,    0.48,   11.23,   54.46,   93.55,   16.03,   25.98,   14.67,   14.67,   32.43,   16.40,   24.52,    3.25,    1.87,   10.26,    8.28
-27.63599,-65.33749,2004,12,24,   26.97,   13.31,   61.78,   93.44,   13.72,   25.77,   17.23,   17.24,   32.31,   18.59,   25.22,    0.69,    0.27,   10.26,    8.14
-27.63599,-65.33749,2004,12,25,    1.18,   11.31,   63.33,   94.09,    8.73,   23.37,   14.78,   14.78,   26.98,   18.25,   22.24,    2.94,    1.60,    5.40,    4.89
-27.63599,-65.33749,2004,12,26,    0.00,   11.88,   55.62,   94.23,   15.44,   26.87,   15.57,   15.57,   33.00,   17.56,   25.23,    0.27,    0.13,    5.70,    4.62
-27.63599,-65.33749,2004,12,27,    0.00,   12.42,   56.83,   94.07,   14.62,   26.86,   16.32,   16.32,   32.83,   18.21,   25.57,    2.69,    1.41,    9.17,    7.45
-27.63599,-65.33749,2004,12,28,   13.26,   12.82,   58.45,   93.63,   12.55,   26.62,   16.69,   16.69,   31.91,   19.35,   25.56,    1.78,    0.90,    9.67,    7.79
-27.63599,-65.33749,2004,12,29,    4.01,   13.20,   71.17,   93.99,    9.18,   23.88,   17.16,   17.16,   27.72,   18.54,   22.82,    1.30,    0.81,   12.35,    9.83
-27.63599,-65.33749,2004,12,30,    0.01,   13.20,   64.82,   94.03,   15.41,   25.87,   17.14,   17.14,   31.46,   16.05,   24.38,    0.16,    0.04,    7.88,    6.31
-27.63599,-65.33749,2004,12,31,    0.26,   15.57,   64.89,   93.83,   11.43,   28.02,   19.89,   19.89,   32.72,   21.29,   27.09,    3.41,    1.92,    9.32,    7.26
-27.63599,-65.33749,2005,01,01,   14.21,   16.75,   76.17,   93.91,    8.50,   26.23,   21.06,   21.06,   30.15,   21.65,   25.61,    2.89,    1.44,    8.00,    6.52
-27.63599,-65.33749,2005,01,02,    2.72,   14.63,   60.18,   94.01,   13.17,   28.26,   18.74,   18.74,   34.70,   21.53,   27.36,    0.50,    0.51,    5.14,    3.76
-27.63599,-65.33749,2005,01,03,    0.00,   14.46,   56.21,   93.73,   15.33,   29.53,   18.53,   18.53,   36.13,   20.81,   28.28,    1.40,    0.81,    6.12,    4.70
-27.63599,-65.33749,2005,01,04,    0.00,   15.04,   58.02,   93.60,   14.27,   29.73,   19.28,   19.28,   35.59,   21.32,   28.38,    2.78,    1.73,    8.40,    6.70
-27.63599,-65.33749,2005,01,05,    0.00,   14.16,   53.55,   93.46,   14.64,   30.17,   18.30,   18.30,   36.04,   21.40,   28.70,    2.97,    2.10,    8.44,    6.66
-27.63599,-65.33749,2005,01,06,    0.00,   14.84,   58.76,   93.62,   11.10,   29.00,   19.07,   19.06,   33.25,   22.15,   27.94,    1.93,    1.38,    7.15,    4.83
-27.63599,-65.33749,2005,01,07,    0.00,   15.17,   58.01,   93.53,   11.91,   29.18,   19.40,   19.41,   34.58,   22.68,   28.52,    2.06,    1.33,    7.69,    5.89
-27.63599,-65.33749,2005,01,08,    0.00,   15.67,   51.24,   93.40,   14.93,   32.39,   19.87,   19.87,   38.64,   23.70,   31.22,    0.51,    0.46,    6.53,    3.87
-27.63599,-65.33749,2005,01,09,    2.50,   16.39,   59.73,   93.54,   14.08,   30.34,   20.64,   20.64,   36.61,   22.53,   29.34,    2.27,    1.32,   10.56,    8.27
-27.63599,-65.33749,2005,01,10,    3.61,   14.07,   71.69,   93.98,    8.34,   25.15,   18.26,   18.26,   28.78,   20.44,   23.75,    2.36,    1.20,    5.77,    5.08
-27.63599,-65.33749,2005,01,11,    0.00,   13.80,   55.31,   93.78,   14.14,   29.29,   17.94,   17.94,   35.32,   21.18,   27.77,    1.91,    1.00,    8.14,    5.91
-27.63599,-65.33749,2005,01,12,    0.03,   13.09,   49.09,   93.72,   15.57,   30.47,   17.10,   17.10,   36.83,   21.26,   28.91,    1.93,    1.25,    6.24,    5.04
-27.63599,-65.33749,2005,01,13,    2.49,   13.75,   61.22,   93.90,    7.43,   26.85,   17.90,   17.90,   30.04,   22.61,   26.00,    1.80,    1.30,    6.05,    4.80
-27.63599,-65.33749,2005,01,14,    1.10,   15.40,   58.13,   93.13,   16.31,   30.38,   19.58,   19.58,   37.28,   20.97,   28.67,    0.38,    0.22,    6.60,    5.43
-27.63599,-65.33749,2005,01,15,    0.36,   12.39,   58.63,   93.76,   10.13,   25.74,   15.66,   15.66,   29.63,   19.50,   24.95,    0.55,    0.39,   13.69,   11.11
-27.63599,-65.33749,2005,01,16,    0.00,    8.81,   40.22,   94.05,   14.88,   26.81,   10.96,   10.97,   33.68,   18.80,   25.65,    0.91,    0.69,    5.48,    4.65
-27.63599,-65.33749,2005,01,17,    0.00,    8.62,   37.58,   93.84,   18.53,   27.73,   10.61,   10.62,   35.78,   17.26,   26.40,    0.92,    0.51,    5.01,    4.30
-27.63599,-65.33749,2005,01,18,    0.02,    8.18,   34.34,   93.90,   16.71,   28.27,    9.82,    9.83,   35.53,   18.82,   27.05,    0.61,    0.63,    6.18,    4.91
-27.63599,-65.33749,2005,01,19,    0.23,    9.00,   36.49,   93.82,   16.98,   28.86,   11.26,   11.26,   35.85,   18.86,   27.63,    0.25,    0.11,    5.15,    4.02
-27.63599,-65.33749,2005,01,20,    0.87,   11.05,   50.35,   94.12,   10.07,   27.03,   14.50,   14.51,   31.46,   21.39,   25.68,    2.94,    1.37,    8.55,    7.08
-27.63599,-65.33749,2005,01,21,    0.00,   10.98,   45.66,   93.59,   15.10,   28.68,   14.35,   14.35,   34.55,   19.46,   27.14,    3.57,    2.05,    9.54,    7.60
-27.63599,-65.33749,2005,01,22,    3.58,   13.52,   57.57,   93.75,   12.24,   27.74,   17.45,   17.45,   33.82,   21.57,   26.73,    0.95,    0.67,    5.69,    3.22
-27.63599,-65.33749,2005,01,23,    2.91,   12.56,   54.54,   94.08,   13.18,   28.14,   16.34,   16.34,   33.71,   20.53,   26.46,    0.29,    0.30,    4.78,    3.75
-27.63599,-65.33749,2005,01,24,    1.30,   11.06,   42.53,   93.76,   14.83,   29.43,   14.44,   14.44,   36.21,   21.37,   28.50,    1.55,    1.32,    6.75,    4.63
-27.63599,-65.33749,2005,01,25,    2.06,    8.76,   48.64,   94.40,    9.21,   23.85,   10.60,   10.60,   27.39,   18.18,   22.45,    3.05,    1.57,    5.02,    3.75
-27.63599,-65.33749,2005,01,26,    0.60,    7.05,   37.53,   94.29,   15.29,   24.23,    7.55,    7.56,   30.92,   15.63,   23.14,    1.94,    1.15,   10.44,    8.46
-27.63599,-65.33749,2005,01,27,    0.00,    8.13,   41.07,   93.90,   17.94,   25.33,    9.77,    9.78,   32.85,   14.91,   23.93,    1.30,    0.81,    8.26,    6.77
